timestamp,datetime,period,city,matched_asns,as_path,as_path_length,sorm_ases,classification,prefixes,next_hop,origin,peer_as,peer_ip
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,23106 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,9,,neutral,213.156.64.0/19,187.16.217.110,IGP,23106,187.16.217.110
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,24482 → 6453 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.208.144,IGP,24482,187.16.208.144
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,24482 → 174 → 6849 → 13053,4,,neutral,213.156.73.0/24,187.16.208.144,IGP,24482,187.16.208.144
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,23106 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,9,,neutral,213.156.64.0/19,187.16.217.59,IGP,23106,187.16.217.59
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,28186 → 3356 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.219.51,IGP,28186,187.16.219.51
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,52863 → 3356 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.219.162,IGP,52863,187.16.219.162
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,199524 → 3356 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.222.229,IGP,199524,187.16.222.229
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.216.131,IGP,28634,187.16.216.131
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,16735 → 3356 → 6849 → 13053,4,,neutral,213.156.73.0/24,187.16.217.48,IGP,16735,187.16.217.48
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,52863 → 3356 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.219.162,IGP,52863,187.16.219.162
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,52863 → 3356 → 1299 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,10,,neutral,213.156.64.0/19,187.16.219.162,IGP,52863,187.16.219.162
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,267613 → 174 → 6849 → 13053 → 13053 → 13053 → 13053 → 13053 → 13053,9,,neutral,213.156.64.0/19,187.16.220.80,IGP,267613,187.16.220.80
1646208188,2022-03-02T08:03:08,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.216.209,IGP,28634,187.16.216.209
1646208193,2022-03-02T08:03:13,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.216.131,IGP,28634,187.16.216.131
1646208194,2022-03-02T08:03:14,kherson_dark_2022,Mariupol,AS6849,28634 → 37468 → 174 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.216.209,IGP,28634,187.16.216.209
1646208197,2022-03-02T08:03:17,kherson_dark_2022,Mariupol,AS6849,16735 → 3356 → 1299 → 6849 → 13053,5,,neutral,213.156.73.0/24,187.16.217.48,IGP,16735,187.16.217.48
1646208198,2022-03-02T08:03:18,kherson_dark_2022,Mariupol,AS6849,16735 → 174 → 6849 → 13053,4,,neutral,213.156.73.0/24,187.16.217.48,IGP,16735,187.16.217.48
